kieu	ids	kind	CharacterType	ResFilePath	normal_res	spr_info	nguon_hang	actions	path	uid	trang_thai	sua	ghi_chu
boss095	2304	co	NormalNpc	spr\npcres\boss\boss095	co	co	JX1	Die	\spr\npcres\boss\boss095\boss095_die.spr	216DCC2F	JX1:updatejx10.pak		
boss095	2304	co	NormalNpc	spr\npcres\boss\boss095	co	co	JX1	Attack1	\spr\npcres\boss\boss095\boss095_at01.spr	C6FAF01D	JX1:updatejx10.pak		
boss095	2304	co	NormalNpc	spr\npcres\boss\boss095	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss095\boss095_at02.spr	C3995EC8	JX1:updatejx10.pak		
boss128	2305	co	NormalNpc	spr\npcres\boss\boss128	co	co	JX1	FightStand,NormalStand1	\spr\npcres\boss\boss128\boss128_st01.spr	D1379DB1	THIEU CA HAI		
boss128	2305	co	NormalNpc	spr\npcres\boss\boss128	co	co	JX1	NormalStand2,SitDown	\spr\npcres\boss\boss128\boss128_st02.spr	ADD6786C	THIEU CA HAI		
boss128	2305	co	NormalNpc	spr\npcres\boss\boss128	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,Wound,JunpFly	\spr\npcres\boss\boss128\boss128_wlk.spr	858D1EDA	THIEU CA HAI		
boss128	2305	co	NormalNpc	spr\npcres\boss\boss128	co	co	JX1	Die	\spr\npcres\boss\boss128\boss128_die.spr	58E9FEE4	THIEU CA HAI		
boss128	2305	co	NormalNpc	spr\npcres\boss\boss128	co	co	JX1	Attack1	\spr\npcres\boss\boss128\boss128_at01.spr	573DCC82	THIEU CA HAI		
boss128	2305	co	NormalNpc	spr\npcres\boss\boss128	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss128\boss128_at02.spr	53D3AB3D	THIEU CA HAI		
enemy242	2308	co	NormalNpc	spr\npcres\enemy\enemy242	co	co	JX1	FightStand	\spr\npcres\enemy\enemy242\enemy242_st01.spr	6A1FEF2B	JX1:updatejx11.pak		
enemy242	2308	co	NormalNpc	spr\npcres\enemy\enemy242	co	co	JX1	NormalStand1,NormalStand2,SitDown	\spr\npcres\enemy\enemy242\enemy242_st02.spr	66FD4AD3	JX1:updatejx11.pak		
enemy242	2308	co	NormalNpc	spr\npcres\enemy\enemy242	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\enemy\enemy242\enemy242_wlk.spr	A7C09D63	JX1:updatejx11.pak		
enemy242	2308	co	NormalNpc	spr\npcres\enemy\enemy242	co	co	JX1	Wound	\spr\npcres\enemy\enemy242\enemy242_bat.spr	68FA378B	JX1:updatejx11.pak		
enemy242	2308	co	NormalNpc	spr\npcres\enemy\enemy242	co	co	JX1	Die	\spr\npcres\enemy\enemy242\enemy242_die.spr	DDFC92AF	JX1:updatejx11.pak		
enemy242	2308	co	NormalNpc	spr\npcres\enemy\enemy242	co	co	JX1	Attack1	\spr\npcres\enemy\enemy242\enemy242_at01.spr	579F26FC	JX1:updatejx11.pak		
enemy242	2308	co	NormalNpc	spr\npcres\enemy\enemy242	co	co	JX1	Attack2,Magic	\spr\npcres\enemy\enemy242\enemy242_at02.spr	507C85A4	JX1:updatejx11.pak		
boss094	2309	co	NormalNpc	spr\npcres\boss\boss094	co	co	JX1	FightStand	\spr\npcres\boss\boss094\boss094_st01.spr	03822348	JX1:updatejx10.pak		
boss094	2309	co	NormalNpc	spr\npcres\boss\boss094	co	co	JX1	NormalStand1,NormalStand2,SitDown	\spr\npcres\boss\boss094\boss094_st02.spr	1CA08103	JX1:updatejx10.pak		
boss094	2309	co	NormalNpc	spr\npcres\boss\boss094	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss094\boss094_wlk.spr	B0131C23	JX1:updatejx10.pak		
boss094	2309	co	NormalNpc	spr\npcres\boss\boss094	co	co	JX1	Wound	\spr\npcres\boss\boss094\boss094_bat.spr	01D3ADCD	JX1:updatejx10.pak		
boss094	2309	co	NormalNpc	spr\npcres\boss\boss094	co	co	JX1	Die	\spr\npcres\boss\boss094\boss094_die.spr	477FC8DD	JX1:updatejx10.pak		
boss094	2309	co	NormalNpc	spr\npcres\boss\boss094	co	co	JX1	Attack1	\spr\npcres\boss\boss094\boss094_at01.spr	81880B4F	JX1:updatejx10.pak		
boss094	2309	co	NormalNpc	spr\npcres\boss\boss094	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss094\boss094_at02.spr	82AEE9FA	JX1:updatejx10.pak		
boss096	2310	co	NormalNpc	spr\npcres\boss\boss096	co	co	JX1	FightStand	\spr\npcres\boss\boss096\boss096_st01.spr	BFFBB6AE	JX1:updatejx10.pak		
boss096	2310	co	NormalNpc	spr\npcres\boss\boss096	co	co	JX1	NormalStand1,NormalStand2,SitDown	\spr\npcres\boss\boss096\boss096_st02.spr	B89A1559	JX1:updatejx10.pak		
boss096	2310	co	NormalNpc	spr\npcres\boss\boss096	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss096\boss096_wlk.spr	DF9910D2	JX1:updatejx10.pak		
boss096	2310	co	NormalNpc	spr\npcres\boss\boss096	co	co	JX1	Wound	\spr\npcres\boss\boss096\boss096_bat.spr	AD5A5217	JX1:updatejx10.pak		
boss096	2310	co	NormalNpc	spr\npcres\boss\boss096	co	co	JX1	Die	\spr\npcres\boss\boss096\boss096_die.spr	92E5FE62	JX1:updatejx10.pak		
boss096	2310	co	NormalNpc	spr\npcres\boss\boss096	co	co	JX1	Attack1	\spr\npcres\boss\boss096\boss096_at01.spr	3DE1E67F	JX1:updatejx10.pak		
boss096	2310	co	NormalNpc	spr\npcres\boss\boss096	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss096\boss096_at02.spr	3E80442A	JX1:updatejx10.pak		
boss100	2312	co	NormalNpc	spr\npcres\boss\boss100	co	co	JX1	FightStand,NormalStand1,NormalStand2	\spr\npcres\boss\boss100\boss100_st01.spr	41E484EE	THIEU CA HAI		
boss100	2312	co	NormalNpc	spr\npcres\boss\boss100	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,Wound,JunpFly	\spr\npcres\boss\boss100\boss100_wlk.spr	1211E692	THIEU CA HAI		
boss100	2312	co	NormalNpc	spr\npcres\boss\boss100	co	co	JX1	Die	\spr\npcres\boss\boss100\boss100_die.spr	A17E4422	THIEU CA HAI		
boss100	2312	co	NormalNpc	spr\npcres\boss\boss100	co	co	JX1	Attack1,Attack2,Magic,SitDown	\spr\npcres\boss\boss100\boss100_at01.spr	C7E18D6F	THIEU CA HAI		
passerby354m	2313	co	NormalNpc	spr\npcres\passerby\passerby354	co	co	JX1	FightStand,NormalStand1,NormalStand2	\spr\npcres\passerby\passerby354\tong02.spr	086FA7B4	JX1:updatejx10.pak		
enemy153	2314	co	NormalNpc	spr\npcres\enemy\enemy153	co	co	JX1	FightStand,NormalStand1,SitDown	\spr\npcres\enemy\enemy153\enemy153_st.spr	80DA0338	JX1:spr.pak		
enemy153	2314	co	NormalNpc	spr\npcres\enemy\enemy153	co	co	JX1	NormalStand2	\spr\npcres\enemy\enemy153\enemy153_pst.spr	BFB34A9A	JX1:spr.pak		
ani063	2315	co	NormalNpc	spr\npcres\animal\ani063	co	co	JX1	FightStand,NormalStand1,SitDown	\spr\npcres\animal\ani063\ani063_st.spr	0C248A57	JX1:spr.pak		
ani063	2315	co	NormalNpc	spr\npcres\animal\ani063	co	co	JX1	NormalStand2	\spr\npcres\animal\ani063\ani063_pst.spr	390FA266	JX1:spr.pak		
ani063	2315	co	NormalNpc	spr\npcres\animal\ani063	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\animal\ani063\ani063_wlk.spr	BB10AD7C	JX1:spr.pak		
ani063	2315	co	NormalNpc	spr\npcres\animal\ani063	co	co	JX1	Wound	\spr\npcres\animal\ani063\ani063_bat.spr	88D19397	JX1:spr.pak		
ani063	2315	co	NormalNpc	spr\npcres\animal\ani063	co	co	JX1	Die	\spr\npcres\animal\ani063\ani063_die.spr	CE7D3EA7	JX1:spr.pak		
ani063	2315	co	NormalNpc	spr\npcres\animal\ani063	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\animal\ani063\ani063_at.spr	3FA741E8	JX1:spr.pak		
enemy224	2317,2337,2401	co	NormalNpc	spr\npcres\enemy\enemy224	co	co	JX1	FightStand	\spr\npcres\enemy\enemy224\enemy224_st01.spr	9879D979	JX1:update01.pak		
enemy224	2317,2337,2401	co	NormalNpc	spr\npcres\enemy\enemy224	co	co	JX1	NormalStand1,NormalStand2,SitDown	\spr\npcres\enemy\enemy224\enemy224_st02.spr	94DEA421	JX1:update01.pak		
enemy224	2317,2337,2401	co	NormalNpc	spr\npcres\enemy\enemy224	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\enemy\enemy224\enemy224_wlk.spr	6A93D485	JX1:update01.pak		
enemy224	2317,2337,2401	co	NormalNpc	spr\npcres\enemy\enemy224	co	co	JX1	Wound	\spr\npcres\enemy\enemy224\enemy224_bat.spr	2FB573FD	JX1:update01.pak		
enemy224	2317,2337,2401	co	NormalNpc	spr\npcres\enemy\enemy224	co	co	JX1	Die	\spr\npcres\enemy\enemy224\enemy224_die.spr	004FDF5C	JX1:update01.pak		
enemy224	2317,2337,2401	co	NormalNpc	spr\npcres\enemy\enemy224	co	co	JX1	Attack1	\spr\npcres\enemy\enemy224\enemy224_at01.spr	45F825AA	JX1:update01.pak		
enemy224	2317,2337,2401	co	NormalNpc	spr\npcres\enemy\enemy224	co	co	JX1	Attack2,Magic	\spr\npcres\enemy\enemy224\enemy224_at02.spr	465D8152	JX1:update01.pak		
enemy171	2319,2383,2567,2599	co	NormalNpc	spr\npcres\enemy\enemy171	co	co	JX1	FightStand,NormalStand1,SitDown	\spr\npcres\enemy\enemy171\enemy171_st.spr	8B0C768A	JX1:spr.pak		
enemy171	2319,2383,2567,2599	co	NormalNpc	spr\npcres\enemy\enemy171	co	co	JX1	NormalStand2	\spr\npcres\enemy\enemy171\enemy171_pst.spr	5094C068	JX1:spr.pak		
enemy171	2319,2383,2567,2599	co	NormalNpc	spr\npcres\enemy\enemy171	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\enemy\enemy171\enemy171_wlk.spr	B0C909C5	JX1:spr.pak		
enemy171	2319,2383,2567,2599	co	NormalNpc	spr\npcres\enemy\enemy171	co	co	JX1	Wound	\spr\npcres\enemy\enemy171\enemy171_bat.spr	F5E358C8	JX1:spr.pak		
enemy171	2319,2383,2567,2599	co	NormalNpc	spr\npcres\enemy\enemy171	co	co	JX1	Die	\spr\npcres\enemy\enemy171\enemy171_die.spr	2EE527EC	JX1:spr.pak		
enemy171	2319,2383,2567,2599	co	NormalNpc	spr\npcres\enemy\enemy171	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\enemy\enemy171\enemy171_at.spr	493DCBA5	JX1:spr.pak		
ani019	2323,2387	co	NormalNpc	spr\npcres\animal\ani019	co	co	JX1	FightStand,NormalStand1,SitDown	\spr\npcres\animal\ani019\ani019_st.spr	94BCFC54	JX1:spr.pak		
ani019	2323,2387	co	NormalNpc	spr\npcres\animal\ani019	co	co	JX1	NormalStand2	\spr\npcres\animal\ani019\ani019_pst.spr	A97313EE	JX1:spr.pak		
ani019	2323,2387	co	NormalNpc	spr\npcres\animal\ani019	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\animal\ani019\ani019_wlk.spr	AB041B4F	JX1:spr.pak		
ani019	2323,2387	co	NormalNpc	spr\npcres\animal\ani019	co	co	JX1	Wound	\spr\npcres\animal\ani019\ani019_bat.spr	38C5411F	JX1:spr.pak		
ani019	2323,2387	co	NormalNpc	spr\npcres\animal\ani019	co	co	JX1	Die	\spr\npcres\animal\ani019\ani019_die.spr	7E60EC2F	JX1:spr.pak		
ani019	2323,2387	co	NormalNpc	spr\npcres\animal\ani019	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\animal\ani019\ani019_at.spr	843EB3F5	JX1:spr.pak		
boss083	2324,2388	co	NormalNpc	spr\npcres\boss\boss083_ciweiwang	co	co	JX1	FightStand	\spr\npcres\boss\boss083_ciweiwang\ciweiwang_st01.spr	CC8B5B9A	JX1:updatejx07_jxf06.pak		
boss083	2324,2388	co	NormalNpc	spr\npcres\boss\boss083_ciweiwang	co	co	JX1	NormalStand1,NormalStand2,SitDown	\spr\npcres\boss\boss083_ciweiwang\ciweiwang_st02.spr	C8AD2219	JX1:updatejx07_jxf06.pak		
boss083	2324,2388	co	NormalNpc	spr\npcres\boss\boss083_ciweiwang	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss083_ciweiwang\ciweiwang_wlk.spr	B8A2E074	JX1:updatejx07_jxf06.pak		
boss083	2324,2388	co	NormalNpc	spr\npcres\boss\boss083_ciweiwang	co	co	JX1	Wound	\spr\npcres\boss\boss083_ciweiwang\ciweiwang_bat.spr	7A8EAC0A	JX1:updatejx07_jxf06.pak		
boss083	2324,2388	co	NormalNpc	spr\npcres\boss\boss083_ciweiwang	co	co	JX1	Die	\spr\npcres\boss\boss083_ciweiwang\ciweiwang_die.spr	6A4DC91B	JX1:updatejx07_jxf06.pak		
boss083	2324,2388	co	NormalNpc	spr\npcres\boss\boss083_ciweiwang	co	co	JX1	Attack1	\spr\npcres\boss\boss083_ciweiwang\ciweiwang_at01.spr	1C9CBE2E	JX1:updatejx07_jxf06.pak		
boss083	2324,2388	co	NormalNpc	spr\npcres\boss\boss083_ciweiwang	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss083_ciweiwang\ciweiwang_at02.spr	18B718AD	JX1:updatejx07_jxf06.pak		
passerby341_tu	2325,2335,2389,2399	co	NormalNpc	spr\npcres\passerby\passerby341_zhuzi	co	co	JX1	FightStand,NormalStand1,NormalStand2,FightWalk,NormalWalk,FightRun,NormalRun,Wound,Die,Attack1,Attack2,Magic,SitDown,JunpFly	\spr\npcres\passerby\passerby341_zhuzi\ÍÁÉ«.spr	567B7563	JX1:updatejx08.pak		
enemy231	2328,2336,2392,2400	co	NormalNpc	spr\npcres\enemy\enemy231	co	co	JX1	FightStand,NormalStand1,NormalStand2,FightWalk,NormalWalk,FightRun,NormalRun,Wound,Die,SitDown,JunpFly	\spr\npcres\enemy\enemy231\enemy231_st01.spr	3CDE24B6	JX1:update04.pak		
enemy231	2328,2336,2392,2400	co	NormalNpc	spr\npcres\enemy\enemy231	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\enemy\enemy231\enemy231_at01.spr	EE5D1D97	JX1:update04.pak		
boss086	2329,2393	co	NormalNpc	spr\npcres\boss\boss086_powaner	co	co	JX1	FightStand	\spr\npcres\boss\boss086_powaner\powaner_st01.spr	E0776F59	JX1:updatejx07_jxf06.pak		
boss086	2329,2393	co	NormalNpc	spr\npcres\boss\boss086_powaner	co	co	JX1	NormalStand1,NormalStand2,SitDown	\spr\npcres\boss\boss086_powaner\powaner_st02.spr	FC401E9C	JX1:updatejx07_jxf06.pak		
boss086	2329,2393	co	NormalNpc	spr\npcres\boss\boss086_powaner	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss086_powaner\powaner_wlk.spr	833E62A7	JX1:updatejx07_jxf06.pak		
boss086	2329,2393	co	NormalNpc	spr\npcres\boss\boss086_powaner	co	co	JX1	Wound	\spr\npcres\boss\boss086_powaner\powaner_bat01.spr	FF2E7978	JX1:updatejx07_jxf06.pak		
boss086	2329,2393	co	NormalNpc	spr\npcres\boss\boss086_powaner	co	co	JX1	Die	\spr\npcres\boss\boss086_powaner\powaner_die.spr	B96C1871	JX1:updatejx07_jxf06.pak		
boss086	2329,2393	co	NormalNpc	spr\npcres\boss\boss086_powaner	co	co	JX1	Attack1	\spr\npcres\boss\boss086_powaner\powaner_at01.spr	80D54EE0	JX1:updatejx07_jxf06.pak		
boss086	2329,2393	co	NormalNpc	spr\npcres\boss\boss086_powaner	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss086_powaner\powaner_at02.spr	9D267E23	JX1:updatejx07_jxf06.pak		
boss016	2330,2394	co	NormalNpc	spr\npcres\boss\boss016	co	co	JX1	FightStand,NormalStand1,NormalStand2,SitDown	\spr\npcres\boss\boss016\boss016_st.spr	D5513806	JX1:spr.pak		
boss016	2330,2394	co	NormalNpc	spr\npcres\boss\boss016	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss016\boss016_wlk.spr	F8B312F8	JX1:spr.pak		
boss016	2330,2394	co	NormalNpc	spr\npcres\boss\boss016	co	co	JX1	Wound	\spr\npcres\boss\boss016\boss016_bat.spr	CE7C5B8D	JX1:spr.pak		
boss016	2330,2394	co	NormalNpc	spr\npcres\boss\boss016	co	co	JX1	Die	\spr\npcres\boss\boss016\boss016_die.spr	8F9FE7D8	JX1:spr.pak		
boss016	2330,2394	co	NormalNpc	spr\npcres\boss\boss016	co	co	JX1	Attack1	\spr\npcres\boss\boss016\boss016_at01.spr	576F5859	JX1:spr.pak		
boss016	2330,2394	co	NormalNpc	spr\npcres\boss\boss016	co	co	JX1	Attack2,Magic	\spr\npcres\boss\boss016\boss016_at02.spr	500D2614	JX1:spr.pak		
passerby341_mu	2332,2396	co	NormalNpc	spr\npcres\passerby\passerby341_zhuzi	co	co	JX1	FightStand,NormalStand1,NormalStand2,FightWalk,NormalWalk,FightRun,NormalRun,Wound,Die,Attack1,Attack2,Magic,SitDown,JunpFly	\spr\npcres\passerby\passerby341_zhuzi\ÂÌÉ«.spr	19048DC3	JX1:updatejx08.pak		
passerby341_shui	2333,2397	co	NormalNpc	spr\npcres\passerby\passerby341_zhuzi	co	co	JX1	FightStand,NormalStand1,NormalStand2,FightWalk,NormalWalk,FightRun,NormalRun,Wound,Die,Attack1,Attack2,Magic,SitDown,JunpFly	\spr\npcres\passerby\passerby341_zhuzi\±ùÉ«.spr	C44FF73B	JX1:updatejx08.pak		
passerby341_huo	2334,2339,2398,2403	co	NormalNpc	spr\npcres\passerby\passerby341_zhuzi	co	co	JX1	FightStand,NormalStand1,NormalStand2,FightWalk,NormalWalk,FightRun,NormalRun,Wound,Die,Attack1,Attack2,Magic,SitDown,JunpFly	\spr\npcres\passerby\passerby341_zhuzi\»ðÉ«.spr	50BD1967	JX1:updatejx08.pak		
boss070	2338,2402,2425,2603,2639	co	NormalNpc	spr\npcres\boss\boss070	co	co	JX1	FightStand,NormalStand1,NormalStand2,SitDown	\spr\npcres\boss\boss070\boss070_st01.spr	DC5F915F	JX1:updatejx06.pak		
boss070	2338,2402,2425,2603,2639	co	NormalNpc	spr\npcres\boss\boss070	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss070\boss070_wlk.spr	0539D211	JX1:updatejx06.pak		
boss070	2338,2402,2425,2603,2639	co	NormalNpc	spr\npcres\boss\boss070	co	co	JX1	Wound	\spr\npcres\boss\boss070\boss070_bat.spr	1AFA1456	JX1:updatejx06.pak		
boss070	2338,2402,2425,2603,2639	co	NormalNpc	spr\npcres\boss\boss070	co	co	JX1	Die	\spr\npcres\boss\boss070\boss070_die.spr	5805B366	JX1:updatejx06.pak		
boss070	2338,2402,2425,2603,2639	co	NormalNpc	spr\npcres\boss\boss070	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\boss\boss070\boss070_at.spr	241F4639	JX1:updatejx06.pak		
boss079	2340,2404	co	NormalNpc	spr\npcres\boss\boss079	co	co	JX1	FightStand,NormalStand2,SitDown	\spr\npcres\boss\boss079\cretter011_st02.spr	9204919B	JX1:updatejx03.pak		
boss079	2340,2404	co	NormalNpc	spr\npcres\boss\boss079	co	co	JX1	NormalStand1	\spr\npcres\boss\boss079\cretter011_st01.spr	91A732F3	JX1:updatejx03.pak		
boss079	2340,2404	co	NormalNpc	spr\npcres\boss\boss079	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss079\cretter011_wlk.spr	D66C4A6B	JX1:updatejx03.pak		
boss079	2340,2404	co	NormalNpc	spr\npcres\boss\boss079	co	co	JX1	Wound	\spr\npcres\boss\boss079\cretter011_bat.spr	9B05E8E3	JX1:updatejx03.pak		
boss079	2340,2404	co	NormalNpc	spr\npcres\boss\boss079	co	co	JX1	Die	\spr\npcres\boss\boss079\cretter011_die.spr	CC187707	JX1:updatejx03.pak		
boss079	2340,2404	co	NormalNpc	spr\npcres\boss\boss079	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\boss\boss079\cretter011_at01.spr	C3261C6F	JX1:updatejx03.pak		
passerby389_jin	2342,2406	co	NormalNpc	spr\item\songjin	co	co	JX1	FightStand,NormalStand1,NormalStand2,FightWalk,NormalWalk,FightRun,NormalRun,Wound,Die,Attack1,Attack2,Magic,SitDown,JunpFly	\spr\item\songjin\pneuma_jin.spr	CB592F30	JX1:update01.pak		
passerby389_mu	2343,2407	co	NormalNpc	spr\item\songjin	co	co	JX1	FightStand,NormalStand1,NormalStand2,FightWalk,NormalWalk,FightRun,NormalRun,Wound,Die,Attack1,Attack2,Magic,SitDown,JunpFly	\spr\item\songjin\pneuma_mu.spr	D433F091	JX1:update01.pak		
passerby389_shui	2344,2408	co	NormalNpc	spr\item\songjin	co	co	JX1	FightStand,NormalStand1,NormalStand2,FightWalk,NormalWalk,FightRun,NormalRun,Wound,Die,Attack1,Attack2,Magic,SitDown,JunpFly	\spr\item\songjin\pneuma_shui.spr	A3192315	JX1:update01.pak		
passerby389_huo	2345,2409,2568	co	NormalNpc	spr\item\songjin	co	co	JX1	FightStand,NormalStand1,NormalStand2,FightWalk,NormalWalk,FightRun,NormalRun,Wound,Die,Attack1,Attack2,Magic,SitDown,JunpFly	\spr\item\songjin\pneuma_huo.spr	B3313C5C	JX1:update01.pak		
passerby389_tu	2346,2410	co	NormalNpc	spr\item\songjin	co	co	JX1	FightStand,NormalStand1,NormalStand2,FightWalk,NormalWalk,FightRun,NormalRun,Wound,Die,Attack1,Attack2,Magic,SitDown,JunpFly	\spr\item\songjin\pneuma_tu.spr	D9D443A7	JX1:update01.pak		
boss123	2347	co	NormalNpc	spr\npcres\boss\boss123	co	co	JX1	NormalStand1,NormalStand2	\spr\npcres\boss\boss123\boss123_st.spr	E381C356	THIEU CA HAI		
boss123	2347	co	NormalNpc	spr\npcres\boss\boss123	co	co	JX1	NormalWalk	\spr\npcres\boss\boss123\boss123_wlk.spr	0900E4A8	THIEU CA HAI		
boss123	2347	co	NormalNpc	spr\npcres\boss\boss123	co	co	JX1	NormalRun	\spr\npcres\boss\boss123\boss123_run.spr	0716F471	THIEU CA HAI		
passerby344	2348	co	NormalNpc	spr\npcres\passerby\passerby344_xuelingzhu	co	co	JX1	FightStand,NormalStand1,NormalStand2	\spr\npcres\passerby\passerby344_xuelingzhu\Ñ©ÁéÖé.spr	64AC48DC	JX1:updatejx14.pak		
passerby383	2350	co	NormalNpc	spr\npcres\passerby\passerby383	co	co	JX1	FightStand,NormalStand1,NormalStand2	\spr\npcres\passerby\passerby383\passerby383_st01.spr	A604C06D	JX1:updatejx14.pak		
passerby384	2351	co	NormalNpc	spr\npcres\passerby\passerby384	co	co	JX1	FightStand,NormalStand1,NormalStand2	\spr\npcres\passerby\passerby384\passerby384_st01.spr	53DA2D99	JX1:updatejx14.pak		
passerby385	2352	co	NormalNpc	spr\npcres\passerby\passerby385	co	co	JX1	FightStand,NormalStand1,NormalStand2	\spr\npcres\passerby\passerby385\passerby385_st01.spr	A95AC550	JX1:updatejx14.pak		
passerby178	2353	co	NormalNpc	spr\npcres\passerby\passerby178	co	co	JX1	FightStand,NormalStand1,SitDown	\spr\npcres\passerby\passerby178\passerby178_st.spr	D3886CDC	JX1:spr.pak		
passerby178	2353	co	NormalNpc	spr\npcres\passerby\passerby178	co	co	JX1	NormalStand2	\spr\npcres\passerby\passerby178\passerby178_pst.spr	F2EF2A66	JX1:spr.pak		
passerby394	2354	co	NormalNpc	spr\npcres\passerby\passerby394	co	co	JX1	FightStand,NormalStand1,NormalStand2	\spr\npcres\passerby\passerby394\passerby394_st01.spr	A9AA313A	JX1:updatejx14.pak		
passerby395	2355,2357	co	NormalNpc	spr\npcres\passerby\passerby395	co	co	JX1	FightStand,NormalStand1,NormalStand2	\spr\npcres\passerby\passerby395\passerby395_st01.spr	67C3A526	JX1:updatejx14.pak		
passerby397	2356	co	NormalNpc	spr\npcres\passerby\passerby397	co	co	JX1	FightStand,NormalStand1,NormalStand2	\spr\npcres\passerby\passerby397\passerby397_st01.spr	D4BE090D	JX1:updatejx14.pak		
boss073	2360	co	NormalNpc	spr\npcres\boss\boss073	co	co	JX1	FightStand,NormalStand1,NormalStand2,SitDown	\spr\npcres\boss\boss073\boss073_st01.spr	F263D422	JX1:updatejx06.pak		
boss073	2360	co	NormalNpc	spr\npcres\boss\boss073	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\boss\boss073\boss073_wlk.spr	FAE62F1E	JX1:updatejx06.pak		
boss073	2360	co	NormalNpc	spr\npcres\boss\boss073	co	co	JX1	Wound	\spr\npcres\boss\boss073\boss073_bat.spr	C8A76153	JX1:updatejx06.pak		
boss073	2360	co	NormalNpc	spr\npcres\boss\boss073	co	co	JX1	Die	\spr\npcres\boss\boss073\boss073_die.spr	09C28C63	JX1:updatejx06.pak		
boss073	2360	co	NormalNpc	spr\npcres\boss\boss073	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\boss\boss073\boss073_at.spr	2AD7686C	JX1:updatejx06.pak		
passerby399	2361	co	NormalNpc	spr\npcres\passerby\passerby399	co	co	JX1	FightStand,NormalStand1,NormalStand2	\spr\npcres\passerby\passerby399\passerby399_st01.spr	AE103B25	JX1:updatejx14.pak		
enemy134	2362,2363,2364,2365,2366,2367,2368,2369,2370,2371,2372,2373,2374,2375,2376,2377,2378,2379	co	NormalNpc	spr\npcres\enemy\enemy134	co	co	JX1	FightStand,NormalStand1,NormalStand2	\spr\npcres\enemy\enemy134\enemy134_pst.spr	5EF39BFF	JX1:spr.pak		
enemy134	2362,2363,2364,2365,2366,2367,2368,2369,2370,2371,2372,2373,2374,2375,2376,2377,2378,2379	co	NormalNpc	spr\npcres\enemy\enemy134	co	co	JX1	FightWalk,NormalWalk,FightRun,NormalRun,JunpFly	\spr\npcres\enemy\enemy134\enemy134_wlk.spr	BF179526	JX1:spr.pak		
enemy134	2362,2363,2364,2365,2366,2367,2368,2369,2370,2371,2372,2373,2374,2375,2376,2377,2378,2379	co	NormalNpc	spr\npcres\enemy\enemy134	co	co	JX1	Wound	\spr\npcres\enemy\enemy134\enemy134_bat.spr	E3CA6F79	JX1:spr.pak		
enemy134	2362,2363,2364,2365,2366,2367,2368,2369,2370,2371,2372,2373,2374,2375,2376,2377,2378,2379	co	NormalNpc	spr\npcres\enemy\enemy134	co	co	JX1	Die	\spr\npcres\enemy\enemy134\enemy134_die.spr	54CCCD9D	JX1:spr.pak		
enemy134	2362,2363,2364,2365,2366,2367,2368,2369,2370,2371,2372,2373,2374,2375,2376,2377,2378,2379	co	NormalNpc	spr\npcres\enemy\enemy134	co	co	JX1	Attack1,Attack2,Magic	\spr\npcres\enemy\enemy134\enemy134_at.spr	6ABA81E4	JX1:spr.pak		
enemy134	2362,2363,2364,2365,2366,2367,2368,2369,2370,2371,2372,2373,2374,2375,2376,2377,2378,2379	co	NormalNpc	spr\npcres\enemy\enemy134	co	co	JX1	SitDown	\spr\npcres\enemy\enemy134\enemy134_st.spr	A4893019	JX1:spr.pak		
